id,handle,sku,name,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,supplier_name,active,inventory_Basement,inventory_Garage,inventory_JFK,inventory_Mt_Auburn,inventory_Quality_Graphics
060f02b1-c83d-11e6-e913-f45aed961014,ITookCS50T-Shirt,10870,I Took CS50 T-Shirt,Size,XL,Color,Navy,Style,Men's,CS50,1,5,-1,0,0,0
060f02b1-c83d-11e6-fcd2-802d37953592,ITookCS50T-Shirt,10774,I Took CS50 T-Shirt,Size,M,Color,Crimson,Style,Women's,CS50,1,2,3,0,0,0
060f02b1-c83d-11e6-fcd2-802d37fadd8d,ITookCS50T-Shirt,10775,I Took CS50 T-Shirt,Size,L,Color,Crimson,Style,Women's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d385fa7fa,ITookCS50T-Shirt,10776,I Took CS50 T-Shirt,Size,XL,Color,Crimson,Style,Women's,CS50,1,6,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d38c7b281,ITookCS50T-Shirt,10777,I Took CS50 T-Shirt,Size,S,Color,Navy,Style,Women's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d39254a11,ITookCS50T-Shirt,10778,I Took CS50 T-Shirt,Size,M,Color,Navy,Style,Women's,CS50,1,4,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d3997aac9,ITookCS50T-Shirt,10779,I Took CS50 T-Shirt,Size,L,Color,Navy,Style,Women's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d39e7feb1,ITookCS50T-Shirt,10780,I Took CS50 T-Shirt,Size,XL,Color,Navy,Style,Women's,CS50,1,6,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d5982e3e8,CS50ProudT-Shirt,10781,CS50 Proud T-Shirt,Size,S,Color,Crimson,Style,Men's,CS50,1,6,-1,0,0,0
060f02b1-c83d-11e6-e913-f45b6a007a6a,CS50ProudT-Shirt,10871,CS50 Proud T-Shirt,Size,S,Color,Crimson,Style,Women's,CS50,1,2,1,0,0,0
060f02b1-c83d-11e6-e913-f45b721bf39f,CS50ProudT-Shirt,10872,CS50 Proud T-Shirt,Size,M,Color,Crimson,Style,Women's,CS50,1,1,1,0,0,0
060f02b1-c83d-11e6-e913-f45b797d8989,CS50ProudT-Shirt,10873,CS50 Proud T-Shirt,Size,L ,Color,Crimson,Style,Women's,CS50,1,6,0,0,0,0
060f02b1-c83d-11e6-e913-f45b811ac703,CS50ProudT-Shirt,10874,CS50 Proud T-Shirt,Size,XL,Color,Crimson,Style,Women's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-e913-f45b88ddb89d,CS50ProudT-Shirt,10875,CS50 Proud T-Shirt,Size,S,Color,Navy,Style,Men's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-e913-f45b8f2e02fb,CS50ProudT-Shirt,10876,CS50 Proud T-Shirt,Size,M,Color,Navy,Style,Men's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-e913-f45b9dfc729b,CS50ProudT-Shirt,10877,CS50 Proud T-Shirt,Size,L ,Color,Navy,Style,Men's,CS50,1,0,1,0,0,0
060f02b1-c83d-11e6-e913-f45ba58208ed,CS50ProudT-Shirt,10878,CS50 Proud T-Shirt,Size,XL,Color,Navy,Style,Men's,CS50,1,2,0,0,0,0
060f02b1-c83d-11e6-e913-f45bc2613e2e,CS50ProudT-Shirt,10879,CS50 Proud T-Shirt,Size,S,Color,Navy,Style,Women's,CS50,1,4,0,0,0,0
060f02b1-c83d-11e6-e913-f45bcb3470e9,CS50ProudT-Shirt,10880,CS50 Proud T-Shirt,Size,M,Color,Navy,Style,Women's,CS50,1,5,0,0,0,0
060f02b1-c83d-11e6-e913-f45bd246cea7,CS50ProudT-Shirt,10881,CS50 Proud T-Shirt,Size,L ,Color,Navy,Style,Women's,CS50,1,6,0,0,0,0
060f02b1-c83d-11e6-e913-f45bdc5d5fe5,CS50ProudT-Shirt,10882,CS50 Proud T-Shirt,Size,XL,Color,Navy,Style,Women's,CS50,1,6,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d5a0f8b1c,CS50ProudT-Shirt,10782,CS50 Proud T-Shirt,Size,M,Color,Crimson,Style,Men's,CS50,1,5,-1,0,0,0
060f02b1-c83d-11e6-fcd2-802d5a745cd5,CS50ProudT-Shirt,10783,CS50 Proud T-Shirt,Size,L,Color,Crimson,Style,Men's,CS50,1,0,2,0,0,0
060f02b1-c83d-11e6-fcd2-802d5adcc892,CS50ProudT-Shirt,10784,CS50 Proud T-Shirt,Size,XL,Color,Crimson,Style,Men's,CS50,1,4,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d755dcb95,CS50ToteBag,10785,CS50 Tote Bag,,,,,,,CS50,1,0,0,0,0,0
060f02b1-c83d-11e6-fcd2-802d928c22fb,CS50StressBall,10786,CS50 Stress Ball,Color,Blue,,,,,CS50,1,488,0,0,0,0
060f02b1-c83d-11e6-e913-f4858d11df48,CS50StressBall,10883,CS50 Stress Ball,Color,Crimson,,,,,CS50,1,508,0,0,0,0
060f02b1-c83d-11e6-fcd2-802e22826034,ddb50RubberDucks,10788,ddb50 (Rubber Duck),,,,,,,CS50,1,222,1,0,0,0
060f02b1-c83d-11e6-fcd2-85de2b599cc3,the-h-sweater-harvard-exclusive-pre-order,10583,Premium Cotton H Sweater,Colour,Crimson,Size,XS,,,Hillflint,1,29,5,0,1,0
060f02b1-c83d-11e6-fcd2-85de2bcb545d,the-h-sweater-harvard-exclusive-pre-order,10584,Premium Cotton H Sweater,Colour,Crimson,Size,S,,,Hillflint,1,55,4,0,-5,0
060f02b1-c83d-11e6-fcd2-85de2bf22411,the-h-sweater-harvard-exclusive-pre-order,10585,Premium Cotton H Sweater,Colour,Crimson,Size,M,,,Hillflint,1,54,4,0,0,0
060f02b1-c83d-11e6-fcd2-85de2c195a7e,the-h-sweater-harvard-exclusive-pre-order,10586,Premium Cotton H Sweater,Colour,Crimson,Size,L,,,Hillflint,1,25,6,0,4,0
060f02b1-c83d-11e6-fcd2-85de2c3eab86,the-h-sweater-harvard-exclusive-pre-order,10587,Premium Cotton H Sweater,Colour,Crimson,Size,XL,,,Hillflint,1,12,5,0,2,0
060f02b1-c83d-11e6-fcd2-85de2c6683e7,the-h-sweater-harvard-exclusive-pre-order,10749,Premium Cotton H Sweater,Colour,Cream,Size,XS,,,Hillflint,1,7,1,0,3,0
060f02b1-c83d-11e6-fcd2-85de2c8afcf7,the-h-sweater-harvard-exclusive-pre-order,10750,Premium Cotton H Sweater,Colour,Cream,Size,S,,,Hillflint,1,31,2,0,2,0
060f02b1-c83d-11e6-fcd2-85de2cadccae,the-h-sweater-harvard-exclusive-pre-order,10751,Premium Cotton H Sweater,Colour,Cream,Size,M,,,Hillflint,1,7,0,0,4,0
060f02b1-c83d-11e6-fcd2-85de2cd85f4a,the-h-sweater-harvard-exclusive-pre-order,10752,Premium Cotton H Sweater,Colour,Cream,Size,L,,,Hillflint,1,15,3,0,3,0
060f02b1-c83d-11e6-fcd2-85de2d070c44,the-h-sweater-harvard-exclusive-pre-order,10753,Premium Cotton H Sweater,Colour,Cream,Size,XL,,,Hillflint,1,13,1,0,3,0
060f02b1-c83d-11e6-fcd2-85de47ee6918,merino-wool-h-sweater,10667,Merino Wool H Sweater,Colour,Crimson,Size,XS,,,Hillflint,1,33,0,0,0,0
060f02b1-c83d-11e6-e913-fd20646fd7d8,merino-wool-h-sweater,10894,Merino Wool H Sweater,Colour,Cream,Size,S,,,Hillflint,1,10,-1,0,-2,0
060f02b1-c83d-11e6-e913-fd206ac19326,merino-wool-h-sweater,10895,Merino Wool H Sweater,Colour,Cream,Size,M,,,Hillflint,1,9,2,0,-2,0
060f02b1-c83d-11e6-e913-fd20780ccd9d,merino-wool-h-sweater,10896,Merino Wool H Sweater,Colour,Cream,Size,L,,,Hillflint,1,-2,0,0,9,0
060f02b1-c83d-11e6-fcd2-85de484ca04f,merino-wool-h-sweater,10668,Merino Wool H Sweater,Colour,Crimson,Size,S,,,Hillflint,1,46,0,0,0,0
060f02b1-c83d-11e6-fcd2-85de4889db97,merino-wool-h-sweater,10669,Merino Wool H Sweater,Colour,Crimson,Size,M,,,Hillflint,1,44,-2,0,1,0
060f02b1-c83d-11e6-fcd2-85de48bbf937,merino-wool-h-sweater,10670,Merino Wool H Sweater,Colour,Crimson,Size,L,,,Hillflint,1,38,0,0,3,0
060f02b1-c83d-11e6-fcd2-85de48efc8f4,merino-wool-h-sweater,10671,Merino Wool H Sweater,Colour,Crimson,Size,XL,,,Hillflint,1,22,0,0,2,0
060f02b1-c83d-11e6-fcd2-89abf8a35a31,FreeChairLampShippingonlyselectthisifyoureorderingachairorlampotherwisewewillcancelyourorder,FreeChairLampShippingonlyselectthisifyoureorderingachairorlampotherwisewewillcancelyourorder,"Free Chair/Lamp Shipping (only select this if you're ordering a chair or lamp, otherwise we will cancel your order))",,,,,,,Freight,1,0,0,0,0,0
060f02b1-c83d-11e6-fcd2-98ba35222529,MassachussettsLocalShipping4-6days,MassachussettsLocalShipping4-6days,Massachussetts Local Shipping (4-6 days),,,,,,,Freight,1,0,0,0,0,0
060f02b1-c83d-11e6-fcd2-9adcd1ce63b6,MaroonHarvardMomT-shirt,10797,Harvard Mom T-shirt,Color,Crimson,Size,S,,,Quality,1,68,0,-1,0,0
060f02b1-c83d-11e6-fcd2-9adcd2281038,MaroonHarvardMomT-shirt,10798,Harvard Mom T-shirt,Color,Crimson,Size,M,,,Quality,1,0,0,0,-1,0
060f02b1-c83d-11e6-fcd2-9adcd27b7084,MaroonHarvardMomT-shirt,10799,Harvard Mom T-shirt,Color,Crimson,Size,L,,,Quality,1,-2,0,0,1,0
060f02b1-c83d-11e6-fcd2-9adcd2d7af74,MaroonHarvardMomT-shirt,10800,Harvard Mom T-shirt,Color,Crimson,Size,XL,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e6-fcd2-9add251c3787,MaroonHarvardDadT-shirt,10801,Harvard Dad T-Shirt,Color,Crimson,Size,S,,,Quality,1,72,0,-6,0,0
060f02b1-c83d-11e6-fcd2-9add256ba996,MaroonHarvardDadT-shirt,10802,Harvard Dad T-Shirt,Color,Crimson,Size,M,,,Quality,1,76,0,-6,-1,0
060f02b1-c83d-11e6-fcd2-9add25b3e908,MaroonHarvardDadT-shirt,10803,Harvard Dad T-Shirt,Color,Crimson,Size,L,,,Quality,1,19,-1,-6,-1,0
060f02b1-c83d-11e6-fcd2-9add26134d85,MaroonHarvardDadT-shirt,10804,Harvard Dad T-Shirt,Color,Crimson,Size,XL,,,Quality,1,35,0,-6,0,0
060f02b1-c83d-11e6-fcd2-9add2671aaf0,MaroonHarvardDadT-shirt,10805,Harvard Dad T-Shirt,Color,Crimson,Size,XXL,,,Quality,1,16,-1,-6,0,0
060f02b1-c83d-11e6-fcd2-9d338b17ad7c,Pro-WeaveCrewneck,10807,Pro-Weave Crewneck,Color,Black,Size,S,,,MV Sport,1,0,-3,-2,3,0
060f02b1-c83d-11e6-fcd2-9d338b6fe932,Pro-WeaveCrewneck,10808,Pro-Weave Crewneck,Color,Black,Size,M,,,MV Sport,1,1,3,1,1,0
060f02b1-c83d-11e6-fcd2-9d338bb6c6bc,Pro-WeaveCrewneck,10809,Pro-Weave Crewneck,Color,Black,Size,L,,,MV Sport,1,0,-1,1,2,0
060f02b1-c83d-11e6-fcd2-9d338c186bfd,Pro-WeaveCrewneck,10810,Pro-Weave Crewneck,Color,Black,Size,XL,,,MV Sport,1,5,3,1,4,0
060f02b1-c83d-11e6-fcd2-9d338c63951a,Pro-WeaveCrewneck,10811,Pro-Weave Crewneck,Color,Ivory,Size,S,,,MV Sport,1,0,4,-4,-1,0
060f02b1-c83d-11e6-fcd2-9d338ce8bd5d,Pro-WeaveCrewneck,10812,Pro-Weave Crewneck,Color,Ivory,Size,M,,,MV Sport,1,-2,-1,-3,1,0
060f02b1-c83d-11e6-fcd2-9d338d484988,Pro-WeaveCrewneck,10813,Pro-Weave Crewneck,Color,Ivory,Size,L,,,MV Sport,1,-3,0,3,1,0
060f02b1-c83d-11e6-fcd2-9d338da93673,Pro-WeaveCrewneck,10814,Pro-Weave Crewneck,Color,Ivory,Size,XL,,,MV Sport,1,23,0,1,3,0
060f02b1-c83d-11e6-fcd2-9d33d59e3a39,Pro-WeaveHood,10815,Pro-Weave Hood,Color,Crimson,Size,S,,,MV Sport,1,-1,-3,0,0,0
060f02b1-c83d-11e6-fcd2-9d33d5eb4b09,Pro-WeaveHood,10816,Pro-Weave Hood,Color,Crimson,Size,M,,,MV Sport,1,-2,-3,-1,4,0
060f02b1-c83d-11e6-fcd2-9d33d630f06f,Pro-WeaveHood,10817,Pro-Weave Hood,Color,Crimson,Size,L,,,MV Sport,1,3,5,2,2,0
060f02b1-c83d-11e6-fcd2-9d33d69407fa,Pro-WeaveHood,10818,Pro-Weave Hood,Color,Crimson,Size,XL,,,MV Sport,1,39,2,-2,3,0
060f02b1-c83d-11e6-fcd2-9d33d6e88268,Pro-WeaveHood,10819,Pro-Weave Hood,Color,Ivory,Size,S,,,MV Sport,1,17,-1,1,6,0
060f02b1-c83d-11e6-fcd2-9d33d7285b5f,Pro-WeaveHood,10820,Pro-Weave Hood,Color,Ivory,Size,M,,,MV Sport,1,2,1,3,2,0
060f02b1-c83d-11e6-fcd2-9d33d7752cef,Pro-WeaveHood,10821,Pro-Weave Hood,Color,Ivory,Size,L,,,MV Sport,1,4,7,5,3,0
060f02b1-c83d-11e6-fcd2-9d33d7bc2ae8,Pro-WeaveHood,10822,Pro-Weave Hood,Color,Ivory,Size,XL,,,MV Sport,1,11,7,2,2,0
060f02b1-c83d-11e7-e913-04fc82256883,Pro-WeaveHood,10917,Pro-Weave Hood,Color,Ivory,Size,XS,,,MV Sport,1,6,2,4,2,0
060f02b1-c83d-11e6-fcd2-ac369ba396c5,Harvard32ozSportsBottle,10836,Harvard 32oz. Sports Bottle,Color,Crimson,,,,,RFSJ,1,23,8,3,11,0
060f02b1-c83d-11e6-fcd2-af5acd7e2172,FreeChairLampShippingyoumustselectthisifyoureorderingachairorlampotherwisewewillcancelyourorder,FreeChairLampShippingyoumustselectthisifyoureorderingachairorlampotherwisewewillcancelyourorder,"Free Chair/Lamp Shipping (you must select this if you're ordering a chair or lamp, otherwise we will cancel your order))",,,,,,,Freight,1,0,0,0,0,0
060f02b1-c83d-11e6-fcd2-b013193df8c6,WomensBigStripeLongTee,10837,Lorelei Long Sleeve,Color,Oxford,Size,S,,,The League,1,64,3,0,1,0
060f02b1-c83d-11e6-fcd2-b0131998cfd6,WomensBigStripeLongTee,10838,Lorelei Long Sleeve,Color,Oxford,Size,M,,,The League,1,7,9,2,4,0
060f02b1-c83d-11e6-fcd2-b01319d6f08e,WomensBigStripeLongTee,10839,Lorelei Long Sleeve,Color,Oxford,Size,L,,,The League,1,40,2,2,3,0
060f02b1-c83d-11e6-fcd2-b0131a8a3087,WomensBigStripeLongTee,10840,Lorelei Long Sleeve,Color,Oxford,Size,XL,,,The League,1,54,2,2,2,0
060f02b1-c83d-11e6-fcd2-b8e0b7831b2c,FreeChairLampShippingselectthisifandonlyifyoureorderingachairorlampotherwisewewillcancelyourorder,FreeChairLampShippingselectthisifandonlyifyoureorderingachairorlampotherwisewewillcancelyourorder,"Free Chair/Lamp Shipping (select this if and only if you're ordering a chair or lamp, otherwise we will cancel your order))",,,,,,,Freight,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-0d828e0c6b4e,Harvard6-in-1GolfTool,10921,Harvard 6-in-1 Golf Tool,,,,,,,Quality,1,1,0,0,-3,0
060f02b1-c83d-11e7-e913-0e582378949f,HarvardBusinessSchoolMug,10922,Harvard Business School Mug,Color,White,,,,,RFSJ,1,192,0,2,0,0
060f02b1-c83d-11e7-e913-0f4143c9e242,BlackHBeanie,10923,Black H Beanie,,,,,,,Bay State Apparel,1,0,0,0,1,0
060f02b1-c83d-11e7-e913-100c587e2b44,TestFreeShippingDONOTSELECT-YOURORDERWILLBECANCELED,TestFreeShippingDONOTSELECT-YOURORDERWILLBECANCELED,Test Free Shipping: DO NOT SELECT - YOUR ORDER WILL BE CANCELED,,,,,,,Freight,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-2078db31dbbd,HarvardPocketTank,10928,Harvard Pocket Tank,Color,Crimson,Size,S,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-2078db7a2067,HarvardPocketTank,10929,Harvard Pocket Tank,Color,Crimson,Size,M,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-2078dbd340ab,HarvardPocketTank,10930,Harvard Pocket Tank,Color,Crimson,Size,L,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-2078dc2f133a,HarvardPocketTank,10931,Harvard Pocket Tank,Color,Crimson,Size,XL,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-20794f740d42,HLongSleeveVictoryTee,10932,H Long Sleeve Victory Tee,Size,S,Color,Ivory,,,Quality,1,12,1,2,0,0
060f02b1-c83d-11e7-e913-20794fc52be6,HLongSleeveVictoryTee,10933,H Long Sleeve Victory Tee,Size,M,Color,Ivory,,,Quality,1,3,2,-2,1,0
060f02b1-c83d-11e7-e913-207950132015,HLongSleeveVictoryTee,10934,H Long Sleeve Victory Tee,Size,L,Color,Ivory,,,Quality,1,37,2,8,4,0
060f02b1-c83d-11e7-e913-2079506cb661,HLongSleeveVictoryTee,10935,H Long Sleeve Victory Tee,Size,XL,Color,Ivory,,,Quality,1,37,2,4,15,0
06e08a30-ee3d-11e7-f08c-3730f0c40dd4,HLongSleeveVictoryTee,11009,H Long Sleeve Victory Tee,Size,S,Color,Crimson,,,Quality,1,18,1,2,6,0
06e08a30-ee3d-11e7-f08c-3730f79e03f5,HLongSleeveVictoryTee,11010,H Long Sleeve Victory Tee,Size,M,Color,Crimson,,,Quality,1,30,5,6,7,0
06e08a30-ee3d-11e7-f08c-3730fc5e684a,HLongSleeveVictoryTee,11011,H Long Sleeve Victory Tee,Size,L,Color,Crimson,,,Quality,1,34,3,3,11,0
06e08a30-ee3d-11e7-f08c-3731008eec34,HLongSleeveVictoryTee,11012,H Long Sleeve Victory Tee,Size,XL,Color,Crimson,,,Quality,1,50,3,1,8,0
060f02b1-c83d-11e7-e913-2466fe8b29d9,HarvardToddlerPocketTee,10937,Harvard Toddler Pocket Tee,Color,Crimson,Pattern,Striped,Size,24M,Creative Knitwear,1,23,4,0,0,0
060f02b1-c83d-11e7-e913-2466fef82425,HarvardToddlerPocketTee,10938,Harvard Toddler Pocket Tee,Color,Crimson,Pattern,Striped,Size,2T,Creative Knitwear,1,15,0,0,0,0
060f02b1-c83d-11e7-e913-2466ff5a1a7f,HarvardToddlerPocketTee,10939,Harvard Toddler Pocket Tee,Color,Crimson,Pattern,Striped,Size,3T,Creative Knitwear,1,18,2,0,0,0
060f02b1-c83d-11e7-e913-2466ffb4d056,HarvardToddlerPocketTee,10940,Harvard Toddler Pocket Tee,Color,Crimson,Pattern,Striped,Size,4T,Creative Knitwear,1,27,1,0,0,0
060f02b1-c83d-11e7-e913-2467803dd40e,HarvardOveralls,10941,Harvard Overalls,Color,Crimson,Size,12M,,,Creative Knitwear,1,14,2,0,0,0
060f02b1-c83d-11e7-e913-246780a2d0cf,HarvardOveralls,10942,Harvard Overalls,Color,Crimson,Size,18M,,,Creative Knitwear,1,19,2,0,0,0
060f02b1-c83d-11e7-e913-246780fcecb4,HarvardOveralls,10943,Harvard Overalls,Color,Crimson,Size,24M,,,Creative Knitwear,1,13,4,0,0,0
060f02b1-c83d-11e7-e913-24678149f219,HarvardOveralls,10944,Harvard Overalls,Color,Crimson,Size,2T,,,Creative Knitwear,1,17,1,0,0,0
060f02b1-c83d-11e7-e913-246781c1dc2c,HarvardOveralls,10945,Harvard Overalls,Color,Crimson,Size,3T,,,Creative Knitwear,1,12,0,0,0,0
060f02b1-c83d-11e7-e913-2467821786fa,HarvardOveralls,10946,Harvard Overalls,Color,Crimson,Size,4T,,,Creative Knitwear,1,19,2,0,0,0
060f02b1-c83d-11e7-e913-2467cc7ce6c8,HarvardBodysuit,10947,Harvard Bodysuit,Size,0-3M,,,,,Creative Knitwear,1,22,1,2,0,0
060f02b1-c83d-11e7-e913-2467cccb60bf,HarvardBodysuit,10948,Harvard Bodysuit,Size,3-6M,,,,,Creative Knitwear,1,26,2,2,7,0
060f02b1-c83d-11e7-e913-2467cd2b17b1,HarvardBodysuit,10949,Harvard Bodysuit,Size,6-9M,,,,,Creative Knitwear,1,20,1,3,1,0
060f02b1-c83d-11e7-e913-2467cdea81a1,HarvardBodysuit,10950,Harvard Bodysuit,Size,12M,,,,,Creative Knitwear,1,34,1,2,1,0
060f02b1-c83d-11e7-e913-2467f609aa98,HarvardStripedDressBloomer,10951,Harvard Striped Dress & Bloomer,Color,Crimson,Pattern,Striped,Size,0-3M,Creative Knitwear,1,15,2,3,0,0
060f02b1-c83d-11e7-e913-2467f66186c6,HarvardStripedDressBloomer,10952,Harvard Striped Dress & Bloomer,Color,Crimson,Pattern,Striped,Size,3-6M,Creative Knitwear,1,25,5,2,0,0
060f02b1-c83d-11e7-e913-2467f6ad38fd,HarvardStripedDressBloomer,10953,Harvard Striped Dress & Bloomer,Color,Crimson,Pattern,Striped,Size,6-9M,Creative Knitwear,1,14,0,2,0,0
060f02b1-c83d-11e7-e913-2467f6f44812,HarvardStripedDressBloomer,10954,Harvard Striped Dress & Bloomer,Color,Crimson,Pattern,Striped,Size,12M,Creative Knitwear,1,19,2,0,0,0
060f02b1-c83d-11e7-e913-2926f8bc27e4,HarvardRugbyShirt,10955,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,XS,Quality,1,15,2,2,0,0
060f02b1-c83d-11e7-e913-2926f9085580,HarvardRugbyShirt,10956,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,S,Quality,1,18,1,-3,1,0
060f02b1-c83d-11e7-e913-2926f952c507,HarvardRugbyShirt,10957,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,M,Quality,1,23,1,0,0,0
060f02b1-c83d-11e7-e913-2926f9aab1a9,HarvardRugbyShirt,10958,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,L,Quality,1,14,1,2,0,0
060f02b1-c83d-11e7-e913-2926f9f64e52,HarvardRugbyShirt,10959,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,XL,Quality,1,13,2,2,-1,0
060f02b1-c83d-11e7-e913-2926fa4c8e2b,HarvardRugbyShirt,10960,Harvard Rugby Shirt,Color,Crimson,Pattern,Striped,Size,XXL,Quality,1,10,2,2,1,0
060f02b1-c83d-11e7-e913-29de696b4a64,HarvardGrandmaT-Shirt,10961,Harvard Grandma T-Shirt,Color,Crimson,Size,S,,,Quality,1,2,0,0,0,0
060f02b1-c83d-11e7-e913-29de69e7d698,HarvardGrandmaT-Shirt,10962,Harvard Grandma T-Shirt,Color,Crimson,Size,M,,,Quality,1,-1,0,0,2,0
060f02b1-c83d-11e7-e913-29de6a6d901f,HarvardGrandmaT-Shirt,10963,Harvard Grandma T-Shirt,Color,Crimson,Size,L,,,Quality,1,0,-1,0,0,0
060f02b1-c83d-11e7-e913-29de6ac0d569,HarvardGrandmaT-Shirt,10964,Harvard Grandma T-Shirt,Color,Crimson,Size,XL,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-29de83bde864,HarvardGrandpaT-Shirt,10965,Harvard Grandpa T-Shirt,Color,Crimson,Size,S,,,Quality,1,14,0,0,0,0
060f02b1-c83d-11e7-e913-29de8407f13c,HarvardGrandpaT-Shirt,10966,Harvard Grandpa T-Shirt,Color,Crimson,Size,M,,,Quality,1,6,0,0,0,0
060f02b1-c83d-11e7-e913-29de846f6f4a,HarvardGrandpaT-Shirt,10967,Harvard Grandpa T-Shirt,Color,Crimson,Size,L,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-29de84cdf3b4,HarvardGrandpaT-Shirt,10968,Harvard Grandpa T-Shirt,Color,Crimson,Size,XL,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-29dea4dc77f2,HarvardBrotherT-Shirt,10969,Harvard Brother T-Shirt,Size,S,Color,Crimson,,,Quality,1,13,0,0,0,0
060f02b1-c83d-11e7-e913-29dea535c9da,HarvardBrotherT-Shirt,10970,Harvard Brother T-Shirt,Size,M,Color,Crimson,,,Quality,1,3,-1,0,0,0
060f02b1-c83d-11e7-e913-29dea593597d,HarvardBrotherT-Shirt,10971,Harvard Brother T-Shirt,Size,L,Color,Crimson,,,Quality,1,2,0,0,2,0
060f02b1-c83d-11e7-e913-29dea5e7f00e,HarvardBrotherT-Shirt,10972,Harvard Brother T-Shirt,Size,XL,Color,Crimson,,,Quality,1,0,1,0,-1,0
060f02b1-c83d-11e7-e913-29debae66fac,HarvardSisterT-Shirt,10973,Harvard Sister T-Shirt,Color,Crimson,Size,S,,,Quality,1,7,0,0,-2,0
060f02b1-c83d-11e7-e913-29debb557ffe,HarvardSisterT-Shirt,10974,Harvard Sister T-Shirt,Color,Crimson,Size,M,,,Quality,1,4,0,0,-2,0
060f02b1-c83d-11e7-e913-29debbb95dd6,HarvardSisterT-Shirt,10975,Harvard Sister T-Shirt,Color,Crimson,Size,L,,,Quality,1,8,0,0,-2,0
060f02b1-c83d-11e7-e913-29debc21a83f,HarvardSisterT-Shirt,10976,Harvard Sister T-Shirt,Color,Crimson,Size,XL,,,Quality,1,8,0,0,-2,0
060f02b1-c83d-11e7-e913-30b99ce86693,HavardLadiesCrestTriBlend,10978,Harvard Ladies Crest TriBlend,Color,Oxford,Size,XS,,,Quality,1,47,2,1,3,0
060f02b1-c83d-11e7-e913-30b99d45e4d9,HavardLadiesCrestTriBlend,10979,Harvard Ladies Crest TriBlend,Color,Oxford,Size,S,,,Quality,1,48,0,2,3,0
060f02b1-c83d-11e7-e913-30b99d90c51e,HavardLadiesCrestTriBlend,10980,Harvard Ladies Crest TriBlend,Color,Oxford,Size,M,,,Quality,1,51,3,4,4,0
060f02b1-c83d-11e7-e913-30b99deded70,HavardLadiesCrestTriBlend,10981,Harvard Ladies Crest TriBlend,Color,Oxford,Size,L,,,Quality,1,53,2,3,2,0
060f02b1-c83d-11e7-e913-30b99e50c066,HavardLadiesCrestTriBlend,10982,Harvard Ladies Crest TriBlend,Color,Oxford,Size,XL,,,Quality,1,20,2,2,2,0
06e08a30-ee3d-11e7-ec24-89abd643448d,HavardLadiesCrestTriBlend,11193,Harvard Ladies Crest TriBlend,Color,Crimson,Size,S,,,Quality,1,-1,-2,-1,-1,0
06e08a30-ee3d-11e7-ec24-89abdbe080fd,HavardLadiesCrestTriBlend,11194,Harvard Ladies Crest TriBlend,Color,Crimson,Size,M,,,Quality,1,0,-3,1,3,0
06e08a30-ee3d-11e7-ec24-89abed41e288,HavardLadiesCrestTriBlend,11195,Harvard Ladies Crest TriBlend,Color,Crimson,Size,L,,,Quality,1,0,0,2,1,0
06e08a30-ee3d-11e7-ec24-89abf3aa92ec,HavardLadiesCrestTriBlend,11196,Harvard Ladies Crest TriBlend,Color,Crimson,Size,XL,,,Quality,1,8,2,2,-1,0
060f02b1-c83d-11e7-e913-30ba971c5b42,HarvardLadiesBoyfriendV-Tee,10983,Harvard Ladies Designer Tee ,Color,White,Size,XS,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e7-e913-30ba97723ffe,HarvardLadiesBoyfriendV-Tee,10984,Harvard Ladies Designer Tee ,Color,White,Size,S,,,Quality,1,-1,0,0,0,0
